,房屋名称,房屋链接,房屋位置,房屋位置链接,房屋总价,房屋单价,楼层,建造时间,几室几厅,房屋面积,朝向,关注人数,发布时间
28,沙河畔，大套三，装修保养好，电梯小高层,https://cd.ke.com/ershoufang/20031217710100243179.html,沙河丽景,https://cd.ke.com/xiaoqu/3011056100365/,208.0,17493.7,低楼层(共11层),2008年建,3室2厅,118.9平米,东,0,今天发布
29,招商中央华城一期1室1厅东,https://cd.ke.com/ershoufang/20031217710100155039.html,招商中央华城一期,https://cd.ke.com/xiaoqu/1620045820623323/,36.0,12232.4,低楼层(共26层),2017年建,1室1厅,29.43平米,东,0,今天发布
30,仙湖公馆0室0厅东,https://cd.ke.com/ershoufang/20031217710100154660.html,仙湖公馆,https://cd.ke.com/xiaoqu/3011053812644/,14.0,4846,地下室(共层)厅室未知,,厅室未知,28.89平米,东,0,今天发布
31,领地海纳时代2室1厅东南,https://cd.ke.com/ershoufang/20031217710100154335.html,领地海纳时代,https://cd.ke.com/xiaoqu/1611062709383/,100.0,16877.6,低楼层(共30层)2室1厅,,2室1厅,59.25平米,东南,0,今天发布
32,招商中央华城一期1室1厅东南,https://cd.ke.com/ershoufang/20031217710100154139.html,招商中央华城一期,https://cd.ke.com/xiaoqu/1620045820623323/,54.0,12164.9,低楼层(共26层),2017年建,1室1厅,44.39平米,东南,0,今天发布
33,东2.5环精装修住宅，双地铁，套三双卫。,https://cd.ke.com/ershoufang/20031217710100153233.html,招商中央华城一期,https://cd.ke.com/xiaoqu/1620045820623323/,270.0,24664.3,低楼层(共24层),2017年建,3室1厅,109.47平米,东南,0,今天发布
34,蓝光套三对中庭，户型方正，采光不错。,https://cd.ke.com/ershoufang/20031217710100152734.html,蓝光富丽花城,https://cd.ke.com/xiaoqu/3011052604851/,126.0,15120.6,高楼层(共18层),2008年建,3室1厅,83.33平米,东南,0,今天发布
35,东立国际广场2室1厅东南,https://cd.ke.com/ershoufang/20031217710100148849.html,东立国际广场,https://cd.ke.com/xiaoqu/3011053519890/,122.0,14927.2,高楼层(共22层),2008年建,2室1厅,81.73平米,东南,0,今天发布
36,七六苑低楼层套二出售,https://cd.ke.com/ershoufang/20031217710100146619.html,七六苑,https://cd.ke.com/xiaoqu/1611047776745/,86.0,14314.2,低楼层(共6层)2室1厅,,2室1厅,60.08平米,东南,0,今天发布
37,槐树苑二期欣苑1室2厅南,https://cd.ke.com/ershoufang/20031217710100145437.html,槐树苑二期欣苑,https://cd.ke.com/xiaoqu/1611060156164/,59.0,12230.5,中楼层(共6层),2004年建,1室2厅,48.24平米,南,0,今天发布
38,二环边，楼梯房标准套二，楼梯房,https://cd.ke.com/ershoufang/20031217710100139075.html,小沙河东路40号院,https://cd.ke.com/xiaoqu/1618045160140868/,65.0,11230.1,低楼层(共6层)2室1厅,,2室1厅,57.88平米,东,0,今天发布
39,华润二十四城二期2室1厅东北,https://cd.ke.com/ershoufang/20031217710100136525.html,华润二十四城二期,https://cd.ke.com/xiaoqu/3011055110938/,173.0,25355.4,中楼层(共32层),2010年建,2室1厅,68.23平米,东北,0,今天发布
40,一环内+电梯小高层+安静不临街+近太古里,https://cd.ke.com/ershoufang/20031217710100134283.html,solo一期,https://cd.ke.com/xiaoqu/3011052428088/,78.0,14982.7,低楼层(共12层),2004年建,1室0厅,52.06平米,东北,0,今天发布
41,沙河锦庭1室1厅南,https://cd.ke.com/ershoufang/20031217710100123259.html,沙河锦庭,https://cd.ke.com/xiaoqu/1611061437598/,78.0,18105.8,高楼层(共13层)1室1厅,,1室1厅,43.08平米,南,0,今天发布
42,富丽东方88平套三有装修客厅带阳台,https://cd.ke.com/ershoufang/20031217710100113339.html,富丽东方,https://cd.ke.com/xiaoqu/3011052041151/,165.0,18794.9,中楼层(共33层),2008年建,3室2厅,87.79平米,西,0,今天发布
43,地铁口标准套三户型方正中间楼层业主诚心出售,https://cd.ke.com/ershoufang/20031217710100120784.html,上东一号三期,https://cd.ke.com/xiaoqu/3011052294058/,150.0,16616.8,中楼层(共18层),2014年建,3室1厅,90.27平米,南,3,今天发布
44,首创国际城二期3室2厅南,https://cd.ke.com/ershoufang/20031217710100117660.html,首创国际城二期,https://cd.ke.com/xiaoqu/3011052114634/,157.0,19146.3,高楼层(共34层),2011年建,3室2厅,82平米,南,0,今天发布
45,中铁二局玛塞城套二带平台，户型好,https://cd.ke.com/ershoufang/20031217710100117080.html,中铁二局玛塞城,https://cd.ke.com/xiaoqu/1611063965597/,159.0,21662.1,低楼层(共33层),2015年建,2室1厅,73.4平米,南,0,今天发布
46,龙湖梵城旁，沙河边，次新房，精装修直接入住。,https://cd.ke.com/ershoufang/20031217710100117172.html,蓝光东方天地,https://cd.ke.com/xiaoqu/1611100069088/,159.0,21515.6,低楼层(共31层),2015年建,3室1厅,73.9平米,南西南,0,今天发布
47,东2.5环近地铁口简装套二看房方便,https://cd.ke.com/ershoufang/20031217710100109897.html,和泓东28,https://cd.ke.com/xiaoqu/1611062701490/,132.0,20152.7,中楼层(共34层),2015年建,2室1厅,65.5平米,东南,0,今天发布
48,龙湖地产精装好房套三带家电家具出售，拎包入住,https://cd.ke.com/ershoufang/20031217710100107311.html,龙湖三千城二期B区,https://cd.ke.com/xiaoqu/3011053812925/,220.0,24403.8,中楼层(共34层),2012年建,3室2厅,90.15平米,北,0,今天发布
49,协信中心3室2厅东南,https://cd.ke.com/ershoufang/20031217710100107669.html,协信中心,https://cd.ke.com/xiaoqu/1611061549482/,226.0,23279.8,高楼层(共31层),2013年建,3室2厅,97.08平米,东南,0,今天发布
50,金科一城3室1厅北,https://cd.ke.com/ershoufang/20031217710100103338.html,金科一城,https://cd.ke.com/xiaoqu/1611059035753/,134.0,16874.4,中楼层(共18层),2011年建,3室1厅,79.41平米,北,2,今天发布
51,此房满两年，楼层好，视野开阔，配套设施齐全,https://cd.ke.com/ershoufang/20031217710100100972.html,中铁二局玛塞城,https://cd.ke.com/xiaoqu/1611063965597/,118.0,19845.3,高楼层(共24层),2015年建,2室1厅,59.46平米,东北,0,今天发布
52,隆鑫九熙三期，居家装修，标准套一,https://cd.ke.com/ershoufang/20031117710100227386.html,隆鑫九熙三期,https://cd.ke.com/xiaoqu/1611063022154/,93.0,14915.8,高楼层(共30层),2014年建,1室1厅,62.35平米,西,0,2天前发布
53,御龙山二期清水套二总价低对中庭,https://cd.ke.com/ershoufang/20031117710100226459.html,御龙山二期,https://cd.ke.com/xiaoqu/1620020444106025/,170.0,20413.1,中楼层(共39层),2017年建,2室2厅,83.28平米,东南,10,2天前发布
54,满两年，无增值税，房东诚心出售，对中庭,https://cd.ke.com/ershoufang/20031117710100225982.html,浅水半岛三期,https://cd.ke.com/xiaoqu/1611059057623/,140.0,17284,中楼层(共27层),2010年建,2室1厅,81平米,东南,0,2天前发布
55,水畔经典0室0厅东南,https://cd.ke.com/ershoufang/20031117710100220013.html,水畔经典,https://cd.ke.com/xiaoqu/1611061452759/,14.0,3869.5,地下室(共层),2009年建,厅室未知,36.18平米,东南,0,2天前发布
56,水畔经典2室1厅东南,https://cd.ke.com/ershoufang/20031117710100221314.html,水畔经典,https://cd.ke.com/xiaoqu/1611061452759/,170.0,18246.2,高楼层(共21层),2009年建,2室1厅,93.17平米,东南,0,2天前发布
57,双桥南六街实用套二邻双桥路新华公园水碾河,https://cd.ke.com/ershoufang/20031117710100220873.html,双桥路南六街,https://cd.ke.com/xiaoqu/1617546427248976/,75.0,12955.6,中楼层(共5层)2室1厅,,2室1厅,57.89平米,西南,0,2天前发布
58,看府河，落地窗，中间楼层，视野开阔,https://cd.ke.com/ershoufang/20031117710100222342.html,世茂玉锦湾一期,https://cd.ke.com/xiaoqu/3011053692604/,55.0,14473.7,中楼层(共53层),2015年建,1室0厅,38平米,南,0,2天前发布
59,品质小区金管家服务标准套三东南朝向,https://cd.ke.com/ershoufang/20031117710100221798.html,招商雍华府二期,https://cd.ke.com/xiaoqu/3011053944749/,186.0,20372.4,低楼层(共19层),2014年建,3室2厅,91.3平米,东南,5,2天前发布
60,龙湖三千里A区一期3室2厅东南,https://cd.ke.com/ershoufang/20031117710100219489.html,龙湖三千里A区一期,https://cd.ke.com/xiaoqu/3011053801293/,218.0,23363,中楼层(共33层),2008年建,3室2厅,93.31平米,东南,1,2天前发布
61,融锦城1室0厅东南,https://cd.ke.com/ershoufang/20031117710100217487.html,融锦城,https://cd.ke.com/xiaoqu/3011053787020/,67.5,11253.8,低楼层(共18层),2014年建,1室0厅,59.98平米,东南,0,2天前发布
62,金城小区3室2厅东,https://cd.ke.com/ershoufang/20031117710100216363.html,金城小区,https://cd.ke.com/xiaoqu/1611059505805/,160.0,13336.7,中楼层(共7层),1998年建,3室2厅,119.97平米,东,0,2天前发布
63,和信融锦云湾2室2厅南,https://cd.ke.com/ershoufang/20031117710100215616.html,和信融锦云湾,https://cd.ke.com/xiaoqu/1611060919325/,160.0,20090.4,高楼层(共33层),2012年建,2室2厅,79.64平米,南,1,2天前发布
64,六九宿舍2室1厅南,https://cd.ke.com/ershoufang/20031117710100208998.html,六九宿舍,https://cd.ke.com/xiaoqu/3011053675636/,91.0,13000,高楼层(共7层),2000年建,2室1厅,70平米,南,0,2天前发布
65,金城商住楼3室2厅南,https://cd.ke.com/ershoufang/20031117710100206030.html,金城商住楼,https://cd.ke.com/xiaoqu/3011055841027/,110.0,11989.1,低楼层(共7层)3室2厅,,3室2厅,91.75平米,南,0,2天前发布
66,富丽花城标准套三无增值税进门带入户,https://cd.ke.com/ershoufang/20031117710100203333.html,蓝光富丽花城,https://cd.ke.com/xiaoqu/3011052604851/,125.0,14008.7,高楼层(共18层),2008年建,3室2厅,89.23平米,东,2,2天前发布
67,优品尚东2室2厅西,https://cd.ke.com/ershoufang/20031117710100199392.html,优品尚东,https://cd.ke.com/xiaoqu/1611041738993/,145.0,16763,低楼层(共18层),2009年建,2室2厅,86.5平米,西,0,2天前发布
68,中楼层，视野广阔，通透性户型。,https://cd.ke.com/ershoufang/20031117710100194792.html,上古天地,https://cd.ke.com/xiaoqu/1620027743905470/,60.0,13221.7,中楼层(共28层),2018年建,2室0厅,45.38平米,东南,0,2天前发布
69,府河边红星桥339标准电梯套二,https://cd.ke.com/ershoufang/20031117710100190692.html,嘉通云尚,https://cd.ke.com/xiaoqu/3011053673864/,134.0,21464,低楼层(共39层),2011年建,2室1厅,62.43平米,东南,2,2天前发布
70,华润二十四城五期央企大盘精装修,https://cd.ke.com/ershoufang/20031117710100187769.html,华润二十四城五期,https://cd.ke.com/xiaoqu/1611060845404/,260.0,27225.1,中楼层(共32层),2014年建,3室1厅,95.5平米,东南,2,2天前发布
71,锦绣东方一期3室2厅西东,https://cd.ke.com/ershoufang/20031117710100181043.html,锦绣东方一期,https://cd.ke.com/xiaoqu/3011056122684/,150.0,16214.5,高楼层(共33层),2008年建,3室2厅,92.51平米,西东,1,2天前发布
72,花样年花郡1室1厅东南,https://cd.ke.com/ershoufang/20031117710100181160.html,花样年花郡,https://cd.ke.com/xiaoqu/1611041612572/,82.0,18653.3,高楼层(共32层),2008年建,1室1厅,43.96平米,东南,3,2天前发布
73,东安苑套二，业主诚心出售，大家多多带看,https://cd.ke.com/ershoufang/20031117710100175590.html,东安苑,https://cd.ke.com/xiaoqu/3011055517055/,60.0,10449.3,中楼层(共8层),1995年建,2室1厅,57.42平米,西南,1,2天前发布
74,华润二十四城五期套三双卫小区物业管理好,https://cd.ke.com/ershoufang/20031117710100172421.html,华润二十四城五期,https://cd.ke.com/xiaoqu/1611060845404/,245.0,25229.1,低楼层(共20层),2014年建,3室2厅,97.11平米,东南东,0,2天前发布
75,万科金域蓝湾一期4室1厅西南,https://cd.ke.com/ershoufang/20031117710100171671.html,万科金域蓝湾一期,https://cd.ke.com/xiaoqu/1611059174048/,420.0,27627.9,低楼层(共34层),2009年建,4室1厅,152.02平米,西南,2,2天前发布
76,央企中国铁建品质小区，配套齐全生活方便,https://cd.ke.com/ershoufang/20031117710100168198.html,青秀城,https://cd.ke.com/xiaoqu/3011052739893/,140.0,17832.1,低楼层(共18层),2012年建,2室1厅,78.51平米,南北,0,2天前发布
77,2.3环，双地铁，4.9米，配套成熟,https://cd.ke.com/ershoufang/20031117710100162326.html,金科星耀天都,https://cd.ke.com/xiaoqu/1611062710864/,68.0,15913.9,中楼层(共18层),2017年建,1室1厅,42.73平米,南北,0,2天前发布
78,一环内祥和里大套二户型方正楼层好,https://cd.ke.com/ershoufang/20031117710100158268.html,祥和里166号,https://cd.ke.com/xiaoqu/3011053191684/,140.0,13744.4,低楼层(共7层),1995年建,2室1厅,101.86平米,南,0,2天前发布
79,御龙山二期1室1厅南,https://cd.ke.com/ershoufang/20031117710100162520.html,御龙山二期,https://cd.ke.com/xiaoqu/1620020444106025/,142.0,22187.5,高楼层(共44层),2017年建,1室1厅,64平米,南,0,2天前发布
80,摩玛新城2室1厅东南,https://cd.ke.com/ershoufang/20031117710100146932.html,摩玛新城,https://cd.ke.com/xiaoqu/3011052092483/,187.0,22802.1,高楼层(共24层),2013年建,2室1厅,82.01平米,东南,0,2天前发布
81,九龙仓御园三期4室2厅南北,https://cd.ke.com/ershoufang/20031117710100145356.html,九龙仓御园三期,https://cd.ke.com/xiaoqu/1620020622406915/,560.0,26812.2,高楼层(共30层),2016年建,4室2厅,208.86平米,南北,1,2天前发布
82,此房为中楼层，户型方正，采光好视野佳，精装套二,https://cd.ke.com/ershoufang/20031117710100148698.html,蓝光乐彩城,https://cd.ke.com/xiaoqu/1611050189052/,120.0,21719.5,中楼层(共40层),2016年建,2室1厅,55.25平米,东南,3,2天前发布
83,沙河边精装套三高楼层采光好,https://cd.ke.com/ershoufang/20031117710100149518.html,中粮锦云,https://cd.ke.com/xiaoqu/1611063169388/,242.0,28470.6,高楼层(共33层),2016年建,3室2厅,85平米,东南,0,2天前发布
84,中房蓝水湾1室0厅东,https://cd.ke.com/ershoufang/20031117710100144551.html,中房蓝水湾,https://cd.ke.com/xiaoqu/3011056164116/,8.0,2857.1,地下室(共层),2007年建,1室0厅,28平米,东,0,2天前发布
85,致祥路37号2室2厅南,https://cd.ke.com/ershoufang/20031117710100143142.html,致祥路37号,https://cd.ke.com/xiaoqu/1611100393019/,75.0,10067.1,中楼层(共7层),2000年建,2室2厅,74.5平米,南,0,2天前发布
86,精装套二，满两年，无增值税，带飘窗，装修保养不错。,https://cd.ke.com/ershoufang/20031117710100142554.html,隆兴嘉苑,https://cd.ke.com/xiaoqu/3011053662037/,75.0,12772.5,低楼层(共32层)2室1厅,,2室1厅,58.72平米,东南,0,2天前发布
87,三环边蓝光金悦府标准套四双卫出售,https://cd.ke.com/ershoufang/20031117710100139382.html,蓝光金悦府,https://cd.ke.com/xiaoqu/1611062708652/,145.0,12987,高楼层(共24层),2017年建,4室1厅,111.65平米,东北,5,2天前发布
88,华润翠林华庭3室1厅南,https://cd.ke.com/ershoufang/20031117710100138013.html,华润翠林华庭,https://cd.ke.com/xiaoqu/1611059334560/,175.0,19455.3,中楼层(共16层),2013年建,3室1厅,89.95平米,南,0,2天前发布
89,此房标准套二，户型方正，客厅带阳台,https://cd.ke.com/ershoufang/20031117710100136348.html,上东一号一期,https://cd.ke.com/xiaoqu/3011052291451/,95.0,13207.3,高楼层(共18层),2008年建,2室1厅,71.93平米,南,1,2天前发布
90,蓝光coco居家套三对中庭视野好看房方便,https://cd.ke.com/ershoufang/20031117710100135499.html,蓝光coco国际二期,https://cd.ke.com/xiaoqu/1616547789943599/,135.0,17532.5,低楼层(共38层),2016年建,3室1厅,77平米,东,0,2天前发布
91,东二点五环居家装修大套二，户型方正。,https://cd.ke.com/ershoufang/20031117710100128113.html,华西花园二期,https://cd.ke.com/xiaoqu/1611041733164/,119.0,13874.3,高楼层(共34层),2011年建,2室1厅,85.77平米,西南,1,2天前发布
92,御龙山二期2室2厅东,https://cd.ke.com/ershoufang/20031117710100128753.html,御龙山二期,https://cd.ke.com/xiaoqu/1620020444106025/,180.0,21201.4,中楼层(共44层),2015年建,2室2厅,84.9平米,东,0,2天前发布
93,朗诗绿色街区2室1厅北,https://cd.ke.com/ershoufang/20031117710100126593.html,朗诗绿色街区,https://cd.ke.com/xiaoqu/1611062264242/,122.0,20380.9,高楼层(共18层),2014年建,2室1厅,59.86平米,北,4,2天前发布
94,东林城市花园大套一对中庭中楼层有装修,https://cd.ke.com/ershoufang/20031117710100120384.html,东林城市花园,https://cd.ke.com/xiaoqu/1611059027015/,72.0,11588.6,中楼层(共18层),2008年建,1室1厅,62.13平米,东,2,2天前发布
95,致祥路36号3室1厅东南,https://cd.ke.com/ershoufang/20031117710100113591.html,致祥路36号,https://cd.ke.com/xiaoqu/167622666498553/,88.0,9381.7,高楼层(共7层),1996年建,3室1厅,93.8平米,东南,2,2天前发布
96,荣盛香榭兰庭二期临双地铁精装套一,https://cd.ke.com/ershoufang/20031117710100112010.html,荣盛香榭兰庭二期,https://cd.ke.com/xiaoqu/1620021358646993/,89.0,19135.7,中楼层(共28层),2015年建,1室1厅,46.51平米,南,4,2天前发布
97,理工东苑2室1厅东南,https://cd.ke.com/ershoufang/20031117710100112718.html,理工东苑,https://cd.ke.com/xiaoqu/3011053897103/,153.0,16734.1,中楼层(共32层),2014年建,2室1厅,91.43平米,东南,1,2天前发布
98,春熙苑二期标准套三，户型方正，无浪费面积,https://cd.ke.com/ershoufang/20031117710100108097.html,春熙苑二期,https://cd.ke.com/xiaoqu/3011053717969/,162.0,14454,高楼层(共11层),2007年建,3室2厅,112.08平米,东,22,2天前发布
99,双林南支路10号1室0厅东,https://cd.ke.com/ershoufang/20031117710100103864.html,双林南支路10号,https://cd.ke.com/xiaoqu/1611061120716/,34.0,12927.8,高楼层(共6层)1室0厅,,1室0厅,26.3平米,东,0,2天前发布
100,罗兰小镇2室2厅南,https://cd.ke.com/ershoufang/20031117710100102242.html,罗兰小镇,https://cd.ke.com/xiaoqu/3011053899369/,130.0,15446.8,低楼层(共18层),2008年建,2室2厅,84.16平米,南,0,2天前发布
101,上古天地1室0厅南,https://cd.ke.com/ershoufang/20031017710100216885.html,上古天地,https://cd.ke.com/xiaoqu/1620027743905470/,40.0,9871.7,低楼层(共28层),2018年建,1室0厅,40.52平米,南,0,3天前发布
102,居家装修，可拎包入住！外凸阳台，楼层好，采光好.,https://cd.ke.com/ershoufang/20031017710100215879.html,千居朝阳,https://cd.ke.com/xiaoqu/1611041598673/,180.0,17585,中楼层(共18层),2008年建,3室1厅,102.36平米,西,0,3天前发布
103,蓝光富丽花城3室1厅南,https://cd.ke.com/ershoufang/20031017710100214415.html,蓝光富丽花城,https://cd.ke.com/xiaoqu/3011052604851/,136.0,14539.2,低楼层(共18层),2008年建,3室1厅,93.54平米,南,2,3天前发布
104,恒大豪庭3室1厅南,https://cd.ke.com/ershoufang/20031017710100211961.html,恒大豪庭,https://cd.ke.com/xiaoqu/1620030260294428/,295.0,23333.1,低楼层(共38层),2017年建,3室1厅,126.43平米,南,0,3天前发布
105,华林东苑1室1厅西北,https://cd.ke.com/ershoufang/20031017710100211481.html,华林东苑,https://cd.ke.com/xiaoqu/3011053892412/,71.0,12874,高楼层(共22层),2011年建,1室1厅,55.15平米,西北,5,3天前发布
106,浅水半岛三期，电梯口旁，标准车位，户型方正。,https://cd.ke.com/ershoufang/20031017710100206586.html,浅水半岛三期,https://cd.ke.com/xiaoqu/1611059057623/,13.0,4642.9,地下室(共层),2010年建,1室0厅,28平米,东南,0,3天前发布
107,实用套二双桥路南四街小区邻万年场,https://cd.ke.com/ershoufang/20031017710100207585.html,三街坊社区,https://cd.ke.com/xiaoqu/3011052424300/,64.0,11862.8,中楼层(共8层),2000年建,2室1厅,53.95平米,西南,1,3天前发布
108,中环路，北2.5环园林小区，底楼带花园,https://cd.ke.com/ershoufang/20031017710100198417.html,双水康城D区,https://cd.ke.com/xiaoqu/3011054030161/,85.0,11327.3,低楼层(共6层),1999年建,2室2厅,75.04平米,东,5,3天前发布
109,客厅带飘窗次卧带阳台装修套二,https://cd.ke.com/ershoufang/20031017710100195471.html,东方惠城A区,https://cd.ke.com/xiaoqu/3011054188029/,100.0,12135.9,低楼层(共26层),2011年建,2室2厅,82.4平米,南,7,3天前发布
110,户型方正，客厅带阳台，对小区中庭。,https://cd.ke.com/ershoufang/20031017710100190069.html,首创国际城二期,https://cd.ke.com/xiaoqu/3011052114634/,258.0,19992.3,高楼层(共34层),2012年建,4室2厅,129.05平米,西北,1,3天前发布
111,一环边居家套二带花园交通便利,https://cd.ke.com/ershoufang/20031017710100191038.html,国光九街坊,https://cd.ke.com/xiaoqu/3011053205091/,91.0,14000,低楼层(共7层),2000年建,2室1厅,65平米,北,0,3天前发布
